SKU	Product Area	Rule Name	Rule ID	Config Reference	Original Description	Cursor Generated Description	Code Reference	Current Feature ID	Current Feature Name	Action	New Feature Alignment	Updates to rule logic
Talent Management Core	AI	More than {{ metric_data_json.min_threshold }}% projects must have more than 3 skills	projects_with_multiple_skills_rule	Project definition → skills	Ensure that projects have more than three skills assigned to support high-quality and precise employee matching. <br><br><h5> Impact of failure</h5>Projects with too few skills may lead to inaccurate or generic matches, lowering project success and efficiency.	"**Purpose:** Ensure that projects have more than three skills assigned to support high-quality and precise employee matching.   Projects with too few skills may lead to inaccurate or generic matches, lowering project success and efficiency.

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Add at least 3 skills to each project definition to improve matching accuracy."	www/data_audit/platform_health/data_health/product_data_health_evaluation_rules.py	project_recommendations	Project Recommendations	Keep as is	Project Recommendations	
Talent Management Core	AI	More than {{ metric_data_json.min_threshold }}% projects must have ideal candidates	projects_with_ideal_candidates_rule	Project calibration → ideal_candidates	Ensure that each project has at least three candidate assigned to guide high-quality employee recommendations. <br><br><h5> Impact of failure</h5>Without an ideal candidate reference, the system lacks a benchmark for fit, resulting in mismatches and reduced match confidence	"**Purpose:** Ensure that each project has at least three candidate assigned to guide high-quality employee recommendations.   Without an ideal candidate reference, the system lacks a benchmark for fit, resulting in mismatches and reduced match confidence

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Calibrate projects by adding at least 3 ideal candidates to guide employee recommendations."	www/data_audit/platform_health/data_health/product_data_health_evaluation_rules.py	project_recommendations	Project Recommendations	Update	Project Recommendations	logic update: Instead of one ideal candidate make it three
Talent Management Core	AI	More than {{ metric_data_json.min_threshold }}% projects must have location	projects_with_location_rule	Project definition → location	Ensure that each project has a location assigned to support relevant employee recommendations based on geography. <br><br><h5> Impact of failure</h5>Employee-project matches may ignore geographic constraints, leading to impractical or undesirable recommendations.	"**Purpose:** Ensure that each project has a location assigned to support relevant employee recommendations based on geography.   Employee-project matches may ignore geographic constraints, leading to impractical or undesirable recommendations.

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Ensure all projects have a location assigned in the project definition."	www/data_audit/platform_health/data_health/product_data_health_evaluation_rules.py	project_recommendations	Project Recommendations	Keep as is	Project Recommendations	
Talent Management Core	AI	More than {{ metric_data_json.min_threshold }}% of courses should have skills	courses_with_skills_rule	Course Sync (LMS) → course.skills	Ensure courses have skills present to support accurate course-to-skill matching. <br><br><h5> Impact of failure</h5>. Courses without skill tags can't be effectively matched to employee development needs, reducing recommendation quality.	"**Purpose:** Ensure courses have skills present to support accurate course-to-skill matching.   . Courses without skill tags can't be effectively matched to employee development needs, reducing recommendation quality.

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Map skills to courses during LMS sync or manually add skills to course records."	www/data_audit/platform_health/data_health/product_data_health_evaluation_rules.py	course_recommendations	Course Recommendations	Keep as is	Course Recommendations	
Talent Management Core	AI	More than {{ metric_data_json.min_threshold }}% of courses should have relevant (50+ words) description	courses_with_description_rule	Course Sync (LMS) → course.description	Ensure courses have adequate descriptions (minimum 50 words) to make the reccomendation appropriate. <br><br><h5> Impact of failure</h5>. Lack of context about the course due to Incomplete descriptions  or no descriptions decrease the quality of course recommendation	"**Purpose:** Ensure courses have adequate descriptions (minimum 50 words) to make the reccomendation appropriate.   . Lack of context about the course due to Incomplete descriptions  or no descriptions decrease the quality of course recommendation

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Ensure courses have descriptions of at least 50 words in the LMS for accurate recommendations."	www/data_audit/platform_health/data_health/product_data_health_evaluation_rules.py	course_recommendations	Course Recommendations	Keep as is	Course Recommendations	
Talent Management Core	AI	More than {{ metric_data_json.min_threshold }}% of roles should have their associated levels defined in Internal mobility config	role_levels_in_internal_mobility_config_quality	ijp_config → career_navigator_seniority_ordering / job_bands	Define levels in internal mobility configuration to establish a clear role hierarchy across the organization. <br><br><h5> Impact of failure</h5>. Without defined levels, the system cannot accurately interpret progression paths or seniority alignment, leading to invalid career path recommendations	"**Purpose:** Define levels in internal mobility configuration to establish a clear role hierarchy across the organization.   . Without defined levels, the system cannot accurately interpret progression paths or seniority alignment, leading to invalid career path recommendations

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Configure career_navigator_seniority_ordering in ijp_config with all role levels."	www/data_audit/platform_health/data_health/product_data_health_evaluation_rules.py	career_navigator_recommendations	Career Navigator Recommendations	Keep as is	Career Navigator Recommendations	
Talent Management Core	AI	More than {{ metric_data_json.min_threshold }}% of roles should have job code	role_job_code_quality	role_library_config → roles.job_code / Role Sync (HRIS)	Job codes act as unique identifiers to determine distinct roles and associate employees accurately with them. <br><br><h5> Impact of failure</h5>. Missing or inconsistent job codes lead to incorrect role mappings and  invalid career path recommendations	"**Purpose:** Job codes act as unique identifiers to determine distinct roles and associate employees accurately with them.   . Missing or inconsistent job codes lead to incorrect role mappings and  invalid career path recommendations

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Ensure job codes are synced from HRIS and mapped correctly in role_library_config."	www/data_audit/platform_health/data_health/product_data_health_evaluation_rules.py	career_navigator_recommendations	Career Navigator Recommendations	Keep as is	Career Navigator Recommendations	
Talent Management Core	AI	More than {{ metric_data_json.min_threshold }}% of roles should have business function	role_lob_quality	role_library_config → roles.business_function / Role Sync (HRIS)	Assign business functions to roles to infer domain and improve recommendation relevance in Career Navigator. <br><br><h5> Impact of failure</h5>. Without business function context, the system may misunderstand role intent, affecting domain-specific guidance.	"**Purpose:** Assign business functions to roles to infer domain and improve recommendation relevance in Career Navigator.   . Without business function context, the system may misunderstand role intent, affecting domain-specific guidance.

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Map business functions to roles in role_library_config or sync from HRIS."	www/data_audit/platform_health/data_health/product_data_health_evaluation_rules.py	career_navigator_recommendations	Career Navigator Recommendations	Keep as is	Career Navigator Recommendations	
Talent Management Core	AI	More than {{ metric_data_json.min_threshold }}% of roles should have at least 3 skills	role_skills_quality	role_library_config → roles.skills (minimum 3 required)	Skills and benchmarks help define role requirements and power recommendations in key TM modules like Career Navigator. <br><br><h5> Impact of failure</h5>. Poorly defined role requirements hinder accurate skill gap identification and reduce the value of personalized suggestions.	"**Purpose:** Skills and benchmarks help define role requirements and power recommendations in key TM modules like Career Navigator.   . Poorly defined role requirements hinder accurate skill gap identification and reduce the value of personalized suggestions.

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Add at least 3 skills to each role in role_library_config for accurate skill gap analysis."	www/data_audit/platform_health/data_health/product_data_health_evaluation_rules.py	career_navigator_recommendations	Career Navigator Recommendations	Keep as is	Career Navigator Recommendations	
Talent Management Core	AI	More than {{ metric_data_json.min_threshold }}%  of claimed employee profiles should have marked as open to mentorship	claimed_employee_profiles_open_to_mentor	career_hub_base_config → mentorship.enabled / Employee profile settings	Ensure a sufficient number of mentors are available to support relevant mentor recommendations for employees. <br><br><h5> Impact of failure</h5>. Too few mentors can limit access and degrade the quality of mentorship matching.	"**Purpose:** Ensure a sufficient number of mentors are available to support relevant mentor recommendations for employees.   . Too few mentors can limit access and degrade the quality of mentorship matching.

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Enable mentorship in career_hub_base_config and encourage employees to opt-in as mentors."	www/data_audit/platform_health/data_health/product_data_health_evaluation_rules.py	mentor_recommendations	Mentor Recommendations	Keep as is	Mentor Recommendations	
Talent Management Core	AI	More than {{ metric_data_json.min_threshold }}% mentor profiles must have rich data	mentor_profiles_with_rich_data	Employee profile → skills, experience, topics / mentorship settings	Ensure mentor profiles have rich data to allow the system to make high-quality mentor recommendations. <br><br><h5> Impact of failure</h5>. Incomplete mentor profiles reduce relevance and engagement in mentorship programs.	"**Purpose:** Ensure mentor profiles have rich data to allow the system to make high-quality mentor recommendations.   . Incomplete mentor profiles reduce relevance and engagement in mentorship programs.

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Encourage mentors to complete their profiles with skills, experience, and mentorship topics."	www/data_audit/platform_health/data_health/product_data_health_evaluation_rules.py	mentor_recommendations	Mentor Recommendations	Keep as is	Mentor Recommendations	
Talent Management Core	AI	More than {{ metric_data_json.min_threshold }}% claimed employee profiles must have skills	claimed_employee_profiles_with_skills	Employee profile → skills	Ensure that claimed employee profiles have skills assigned to enable employees to receive relevant mentor recommendations based on their learning and growth needs. <br><br><h5> Impact of failure</h5>Without skills in employee profiles, the system cannot recommend mentors with the right expertise, reducing the effectiveness and relevance of mentor-mentee matches.	"**Purpose:** Ensure that claimed employee profiles have skills assigned to enable employees to receive relevant mentor recommendations based on their learning and growth needs.   Without skills in employee profiles, the system cannot recommend mentors with the right expertise, reducing the effectiveness and relevance of mentor-mentee matches.

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Encourage employees to add skills via Profile Assistant. Enable skill inference from job titles."	www/data_audit/platform_health/data_health/product_data_health_evaluation_rules.py	mentor_recommendations	Mentor Recommendations	Keep as is	Mentor Recommendations	
	Security	Do not Publish jobs posted on the sandbox PCS Site to Google/Search Engines	is_pcs_seo_optimization_for_sandbox_true	pcsx_base_config → seo_config.enabled (sandbox should be false)	Ensure we prevent candidates from arriving at the sandbox site rather than the production site	"**Purpose:** Ensure we prevent candidates from arriving at the sandbox site rather than the production site

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Disable SEO optimization for sandbox environments in pcsx_base_config → seo_config.enabled = false."	www/data_audit/platform_health/config_health/product_config_health_configurable_rules.py		Security	New/Add		
	Security	Number of external domains allowed for this instance	num_external_domains	external_account_for_group_id config (max 20 domains)	This rule checks the external_account_for_group_id config to ensure that the number of external domains for this instance is no more than 20	"**Purpose:** This rule checks the external_account_for_group_id config to ensure that the number of external domains for this instance is no more than 20

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Review and reduce external domains in external_account_for_group_id config to 20 or fewer."	www/data_audit/platform_health/config_health/product_config_health_configurable_rules.py		Security	Keep as is		
	Security	Campaign rate limit	max_campaign_limit	campaign_config → max_per_campaign (max 2000)	This rule checks that the maximum campaign limit is set to under 2000. This is set in campaign_config under the key 'max_per_campaign' -> group_id	"**Purpose:** This rule checks that the maximum campaign limit is set to under 2000. This is set in campaign_config under the key 'max_per_campaign' -> group_id

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Set max_per_campaign in campaign_config to 2000 or less."	www/data_audit/platform_health/config_health/product_config_health_configurable_rules.py		Security	Keep as is		
	Security	Email loopback should be disabled for prod instance	email_loopback_prod	email_loopback_gate (should be disabled for prod)	This rule checks to ensure that email_loopback_gate is disabled for this instance (prod)	"**Purpose:** This rule checks to ensure that email_loopback_gate is disabled for this instance (prod)

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Configure email_loopback_gate: enable for sandbox, disable for production environments."	www/data_audit/platform_health/config_health/product_config_health_configurable_rules.py		Security	Keep as is		
	Security	Email loopback should be enabled for sandbox instance	email_loopback_non_prod	email_loopback_gate (should be enabled for sandbox)	This rule checks to ensure that email_loopback_gate is enabled for this instance (non-prod)	"**Purpose:** This rule checks to ensure that email_loopback_gate is enabled for this instance (non-prod)

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Configure email_loopback_gate: enable for sandbox, disable for production environments."	www/data_audit/platform_health/config_health/product_config_health_configurable_rules.py		Security	Keep as is		
	Security	Account provisioning should be based on Employee Sync.	provision_user_accounts_prod	user_provisioning_config → provision_from_employee_sync	This determines which accounts should have accounts provisioned. Only employees whose data has been synced to Eightfold will have accounts created	"**Purpose:** This determines which accounts should have accounts provisioned. Only employees whose data has been synced to Eightfold will have accounts created

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Enable user_provisioning_config to provision accounts only from Employee Sync data."	www/data_audit/platform_health/config_health/product_config_health_configurable_rules.py		Security	New/Add		
	Security	Session timeout	custom_session_timeout_config	custom_session_timeout_config (max 24 hours)	This determines if the session timeout is less than 24 hours	"**Purpose:** This determines if the session timeout is less than 24 hours

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Set custom_session_timeout_config to 24 hours or less for security compliance."	www/data_audit/platform_health/config_health/product_config_health_configurable_rules.py		Security	Keep as is		
	Security	Profile visibility	employee_profile_visibility	career_hub_base_config → profile_visibility / unclaimed_employee_visibility	Check if unclaimed employee profiles can be viewed by other employees and recruiters.	"**Purpose:** Check if unclaimed employee profiles can be viewed by other employees and recruiters.

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Review profile_visibility settings in career_hub_base_config for unclaimed employee profiles."	www/data_audit/platform_health/config_health/product_config_health_configurable_rules.py		Security	Keep as is		
	Security	Too many Candidate Sync Failures	candidate_sync_failure_rule	ats_config → sync settings / sync error monitoring	This rule evaluates the health of candidate syncs by tracking the number of sync failures.	"**Purpose:** This rule evaluates the health of candidate syncs by tracking the number of sync failures.

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Investigate sync errors in Integration Console. Check API credentials and field mappings."	www/data_audit/platform_health/operational_health/operational_health_evaluation_rules.py		Security	Keep as is		
	Security	Too many Position Sync Failures	position_sync_failure_rule	ats_config → sync settings / sync error monitoring	This rule evaluates the health of position syncs by tracking the number of sync failures.	"**Purpose:** This rule evaluates the health of position syncs by tracking the number of sync failures.

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Investigate sync errors in Integration Console. Check API credentials and field mappings."	www/data_audit/platform_health/operational_health/operational_health_evaluation_rules.py		Security	Keep as is		
	Security	Too many Employee Sync Failures	employee_sync_failure_rule	ats_config → sync settings / sync error monitoring	"The rule ""Too many Employee Sync Failures"" activates when the total count of failed synchronizations in a single day exceeds the average failed synchronizations over the last seven days by more than one standard deviation. This method uses statistical analysis to pinpoint unusual activity."	"**Purpose:** The rule Too many Employee Sync Failures activates when the total count of failed synchronizations in a single day exceeds the average failed synchronizations over the last seven days by more than one standard deviation. This method uses statistical analysis to pinpoint unusual activity.

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Investigate sync errors in Integration Console. Check API credentials and field mappings."	www/data_audit/platform_health/operational_health/operational_health_evaluation_rules.py		Security	Update		
	Security	Too many Rejections in the platform	num_rejections_rule	Operational metrics → rejection tracking / statistical analysis	This rule warns if the number of rejections in a single day is unusually high compared to the average over the last seven days, using statistical analysis to detect spikes. This helps identify anomalies that might need investigation.	"**Purpose:** This rule warns if the number of rejections in a single day is unusually high compared to the average over the last seven days, using statistical analysis to detect spikes. This helps identify anomalies that might need investigation.

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Review recent rejection activity for anomalies. Check workflow automation rules."	www/data_audit/platform_health/operational_health/operational_health_evaluation_rules.py		Security	Update		
	Security	Too many Application Failures	application_failures_rule	Operational metrics → application error tracking	This rule fails if the total number of application failures in a single day is more than one standard deviation above the average number of failures from the past seven days. This means we use statistics to find unusually high numbers of failures.	"**Purpose:** This rule fails if the total number of application failures in a single day is more than one standard deviation above the average number of failures from the past seven days. This means we use statistics to find unusually high numbers of failures.

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Investigate application submission errors. Check ATS connectivity and field validation."	www/data_audit/platform_health/operational_health/operational_health_evaluation_rules.py		Security	Update		
	Security	Too many profiles subject to data retention rules	profile_data_retention_rule	data_retention_config → talent pool rules (max 10%)	This rule identifies when the percentage of profiles flagged for data retention exceeds 10% of the total talent pool. This is calculated by dividing the number of profiles subject to data retention by the total talent pool size. The business logic behind this is that once profiles are purged, proactive checks may not be accurate as any activity on those profiles will reset the counter and prevent their deletion.	"**Purpose:** This rule identifies when the percentage of profiles flagged for data retention exceeds 10% of the total talent pool. This is calculated by dividing the number of profiles subject to data retention by the total talent pool size. The business logic behind this is that once profiles are purged, proactive checks may not be accurate as any activity on those profiles will reset the counter and prevent their deletion.

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Review data_retention_config rules and ensure proper purge schedules are configured."	www/data_audit/platform_health/operational_health/operational_health_evaluation_rules.py		Security	Update		
	Security	Too many unsubscribe requests	unsubscribe_requests_volume_rule	email_config → unsubscribe tracking	"This rule checks for a high number of unsubscribe requests. We need to clarify what ""high"" means and if we should also look at why people are unsubscribing, as well as whether the requests are from real people or bots. Also, we need to decide if this rule is still necessary, as unsubscribe requests are often a personal choice and may not impact product security."	"**Purpose:** This rule checks for a high number of unsubscribe requests. We need to clarify what high means and if we should also look at why people are unsubscribing, as well as whether the requests are from real people or bots. Also, we need to decide if this rule is still necessary, as unsubscribe requests are often a personal choice and may not impact product security.

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Review unsubscribe volume and ensure email content meets compliance standards."	www/data_audit/platform_health/operational_health/operational_health_evaluation_rules.py		Security	Update		
	Security	Emails sent to employees	emails_sent_to_employees	email_config → employee email frequency limits	"This rule needs to be functional. For example, an employee shouldn't receive more than two non-time-sensitive ""Skills Update"" emails per month. However, this rule should not apply to time-sensitive ""Skills Assessment (Self)"" requests. This rule is registered as 'emails_sent_to_employees'."	"**Purpose:** This rule needs to be functional. For example, an employee shouldn't receive more than two non-time-sensitive Skills Update emails per month. However, this rule should not apply to time-sensitive Skills Assessment (Self) requests. This rule is registered as 'emails_sent_to_employees'.

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Configure email frequency limits in email_config to prevent over-messaging."	www/data_audit/platform_health/operational_health/operational_health_evaluation_rules.py		Security	Update		
	Security	Overall email volume	num_emails_rule	email_config → email volume monitoring	This rule is for production instances to prevent too many admin accounts. This is important for: 1. Making sure customers can do transactions reliably. 2. Having proper audits for production. 3. Clearly defining who is responsible for what.	"**Purpose:** This rule is for production instances to prevent too many admin accounts. This is important for: 1. Making sure customers can do transactions reliably. 2. Having proper audits for production. 3. Clearly defining who is responsible for what.

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Monitor email volume and ensure campaign limits are properly configured."	www/data_audit/platform_health/operational_health/operational_health_evaluation_rules.py		Security	Update		
	Security	Admin accounts	num_admin_accounts_rule	Admin Console → Manage Users → admin role count	Check if there are too many admin accounts set up in the instance	"**Purpose:** Check if there are too many admin accounts set up in the instance

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Review admin accounts in Admin Console → Manage Users. Remove unnecessary admin access."	www/data_audit/platform_health/operational_health/operational_health_evaluation_rules.py		Security	Keep as is		
